Year,Quarter,Airline,PaxToIndia,PaxFromIndia,FreightToIndia,FreightFromIndia
16,1,INDIGO,203016,224380,80.09,2646.22
16,2,INDIGO,207666,217203,174.07,2947.04
16,3,INDIGO,208848,224180,408.55,2985.79
16,4,INDIGO,255119,256948,365.05,3226.57
17,1,INDIGO,274404,287496,378.00,3285.00
17,2,INDIGO,353714,334746,603.30,4777.55
17,3,INDIGO,369721,406881,384.27,5090.27
17,4,INDIGO,396332,402771,564.78,4715.93
18,1,INDIGO,437906,483790,721.28,5322.26
18,2,INDIGO,490945,480252,635.35,4834.23
18,3,INDIGO,481860,515075,398.52,5059.95
18,4,INDIGO,658859,632979,461.08,5820.06
19,1,INDIGO,703658,741108,809.91,6909.10
19,2,INDIGO,760770,736331,711.21,6952.87
19,3,INDIGO,831865,890552,989.57,8884.09
19,4,INDIGO,1077018,1037925,1503.00,7552.86
20,1,INDIGO,805261,827352,1101.54,7981.47
20,2,INDIGO,36838,3312,0.00,1.67
20,3,INDIGO,172731,62515,51.08,778.81
20,4,INDIGO,248522,193933,135.68,1157.01
21,1,INDIGO,302932,266669,2142.88,7254.21
21,2,INDIGO,166362,129085,1967.03,6941.57
21,3,INDIGO,200882,300943,2256.73,9669.47
21,4,INDIGO,496388,591880,2246.03,10341.67
22,1,INDIGO,585290,693097,1701.50,11653.40
22,2,INDIGO,876140,867495,1082.99,8199.70
22,3,INDIGO,986762,1143563,1250.24,8421.73
22,4,INDIGO,1158653,1110517,1027.08,7592.17
23,1,INDIGO,1129289,1266739,926.36,7449.11
23,2,INDIGO,1346063,1331020,1040.89,7985.33
23,3,INDIGO,1362852,1561548,947.22,5715.31
23,4,INDIGO,1618009,1531162,1077.32,5356.30
24,1,INDIGO,1448285,1566090,980.80,5869.17
24,2,INDIGO,1623609,1602677,1605.82,8042.22
17,3,INDONESIA AIRASIA X,12780,13944,3.65,141.97
17,4,INDONESIA AIRASIA X,27141,29382,155.64,362.77
18,1,INDONESIA AIRASIA X,15193,16290,220.81,196.84
15,1,IRAN AIR,4494,4108,2.44,123.81
15,2,IRAN AIR,4540,4661,1.69,131.16
15,3,IRAN AIR,3709,3875,10.51,102.75
15,4,IRAN AIR,4895,4824,11.36,112.41
16,1,IRAN AIR,4209,4044,7.17,97.31
16,2,IRAN AIR,4231,4443,5.00,80.69
16,3,IRAN AIR,3009,3347,28.20,65.45
16,4,IRAN AIR,3711,3140,10.54,45.31
17,1,IRAN AIR,3074,2794,2.49,6.04
17,2,IRAN AIR,2227,2131,2.23,11.88
17,3,IRAN AIR,1931,2159,17.02,12.92
17,4,IRAN AIR,3028,2688,4.89,29.10
18,1,IRAN AIR,4026,3489,2.21,32.58
18,2,IRAN AIR,2941,2899,10.04,51.04
18,3,IRAN AIR,2997,2584,37.32,30.99
18,4,IRAN AIR,4699,4002,63.93,77.51
19,1,IRAN AIR,4529,3791,28.94,130.09
19,2,IRAN AIR,4329,3963,8.91,142.19
19,3,IRAN AIR,4010,3406,8.99,106.02
19,4,IRAN AIR,3652,3601,10.31,48.81
20,1,IRAN AIR,2947,2474,9.23,78.01
20,2,IRAN AIR,0,401,0.04,13.05
20,3,IRAN AIR,89,543,27.19,112.78
20,4,IRAN AIR,122,362,147.45,156.23
21,1,IRAN AIR,232,582,1.73,25.59
21,2,IRAN AIR,82,186,78.70,50.62
21,3,IRAN AIR,118,333,16.32,83.44
21,4,IRAN AIR,400,646,1.33,17.14
22,1,IRAN AIR,637,668,3.01,17.35
22,2,IRAN AIR,1262,1602,0.47,22.45
22,3,IRAN AIR,896,1084,4.68,10.01
22,4,IRAN AIR,1275,976,16.58,25.76
23,2,IRAN AIR,982,973,8.14,2.02
23,4,IRAN AIR,1238,1114,14.64,11.45
24,1,IRAN AIR,1426,992,2.69,19.33
24,2,IRAN AIR,305,801,0.62,6.82
15,1,IRAQI AIRWAYS,0,0,0.00,0.00
15,2,IRAQI AIRWAYS,0,842,0.00,0.00
15,3,IRAQI AIRWAYS,2586,2226,0.00,0.00
15,4,IRAQI AIRWAYS,0,377,0.00,1.27
16,1,IRAQI AIRWAYS,993,986,0.00,0.00
16,2,IRAQI AIRWAYS,0,218,0.00,0.00
16,3,IRAQI AIRWAYS,1732,1742,0.00,0.00
16,4,IRAQI AIRWAYS,1459,1625,0.00,0.00
17,1,IRAQI AIRWAYS,1967,1999,0.00,0.00
17,2,IRAQI AIRWAYS,5779,5809,0.00,0.00
17,3,IRAQI AIRWAYS,5750,5666,0.00,0.00
17,4,IRAQI AIRWAYS,6862,6703,0.00,0.00
18,1,IRAQI AIRWAYS,8746,8300,0.00,0.00
18,2,IRAQI AIRWAYS,8835,8986,0.00,0.00
18,3,IRAQI AIRWAYS,10312,9514,0.00,0.00
18,4,IRAQI AIRWAYS,9406,9364,0.00,0.00
19,1,IRAQI AIRWAYS,7991,8268,0.00,0.00
19,2,IRAQI AIRWAYS,9612,9538,0.00,0.00
19,3,IRAQI AIRWAYS,22225,22270,0.81,35.59
19,4,IRAQI AIRWAYS,8600,9013,0.00,0.00
20,1,IRAQI AIRWAYS,5789,5722,0.00,0.00
20,2,IRAQI AIRWAYS,549,1177,5.04,5.04
20,3,IRAQI AIRWAYS,7302,419,0.04,0.04
20,4,IRAQI AIRWAYS,3478,2954,0.00,0.88
21,1,IRAQI AIRWAYS,3727,4977,0.00,2.44
21,2,IRAQI AIRWAYS,1116,3024,0.00,0.00
21,3,IRAQI AIRWAYS,588,1005,0.00,0.00
21,4,IRAQI AIRWAYS,3706,4171,0.00,0.00
22,1,IRAQI AIRWAYS,4615,4894,0.00,6.18
22,2,IRAQI AIRWAYS,5346,5089,0.00,5.72
22,3,IRAQI AIRWAYS,8136,8285,0.00,5.89
22,4,IRAQI AIRWAYS,6658,6829,0.12,5.87
23,1,IRAQI AIRWAYS,5446,5509,0.00,5.10
23,2,IRAQI AIRWAYS,5334,5177,0.00,3.30
23,3,IRAQI AIRWAYS,8066,8034,0.36,4.40
23,4,IRAQI AIRWAYS,7368,7216,0.00,4.70
24,1,IRAQI AIRWAYS,7154,7698,1.07,4.61
24,2,IRAQI AIRWAYS,8347,7458,0.24,5.45
15,1,ISLAND AVIATION SERVICES,12328,13790,17.07,221.93
15,2,ISLAND AVIATION SERVICES,9267,9602,19.09,230.39
15,3,ISLAND AVIATION SERVICES,10124,9178,32.95,212.54
15,4,ISLAND AVIATION SERVICES,14149,13386,15.69,204.74
16,1,ISLAND AVIATION SERVICES,12226,15097,17.24,221.22
16,2,ISLAND AVIATION SERVICES,10880,12012,19.10,160.01
16,3,ISLAND AVIATION SERVICES,11716,12036,14.44,152.56
16,4,ISLAND AVIATION SERVICES,15018,13403,8.89,144.45
17,1,ISLAND AVIATION SERVICES,13625,16013,13.78,203.06
17,2,ISLAND AVIATION SERVICES,12259,12327,15.69,221.45
17,3,ISLAND AVIATION SERVICES,11745,12407,14.65,209.19
17,4,ISLAND AVIATION SERVICES,13211,11892,27.95,234.22
18,1,ISLAND AVIATION SERVICES,11681,12770,8.19,249.38
18,2,ISLAND AVIATION SERVICES,9422,10160,16.47,267.98
18,3,ISLAND AVIATION SERVICES,10619,10663,15.65,285.44
18,4,ISLAND AVIATION SERVICES,12286,10953,38.67,298.74
19,1,ISLAND AVIATION SERVICES,12239,13944,36.71,257.65
19,2,ISLAND AVIATION SERVICES,10062,10475,14.92,219.77
19,3,ISLAND AVIATION SERVICES,10755,11093,13.52,223.62
19,4,ISLAND AVIATION SERVICES,3278,3249,4.30,86.22
20,1,ISLAND AVIATION SERVICES,10145,12059,37.08,158.06
20,2,ISLAND AVIATION SERVICES,257,873,0.02,344.68
20,3,ISLAND AVIATION SERVICES,378,216,0.23,54.17
20,4,ISLAND AVIATION SERVICES,2358,973,0.73,10.93
21,1,ISLAND AVIATION SERVICES,2362,3563,0.99,90.18
21,2,ISLAND AVIATION SERVICES,3978,2520,0.89,159.94
21,3,ISLAND AVIATION SERVICES,4127,6473,3.34,147.98
21,4,ISLAND AVIATION SERVICES,11659,8939,0.71,351.16
22,1,ISLAND AVIATION SERVICES,9006,10835,1.08,289.28
22,2,ISLAND AVIATION SERVICES,10715,9019,0.59,332.93
22,3,ISLAND AVIATION SERVICES,12945,13896,0.61,824.54
22,4,ISLAND AVIATION SERVICES,10721,9763,1.85,250.23
23,1,ISLAND AVIATION SERVICES,10156,11644,0.79,148.73
23,2,ISLAND AVIATION SERVICES,13410,10327,0.83,225.69
23,3,ISLAND AVIATION SERVICES,12830,15355,0.06,203.75
23,4,ISLAND AVIATION SERVICES,15094,12454,0.59,214.56
24,1,ISLAND AVIATION SERVICES,12238,14415,0.48,251.20
24,2,ISLAND AVIATION SERVICES,17715,15985,0.74,282.66
15,1,JAPAN AIRLINES,13445,13529,1123.57,793.22
15,2,JAPAN AIRLINES,10193,12391,1137.19,759.49
15,3,JAPAN AIRLINES,11206,12130,1233.16,520.12
15,4,JAPAN AIRLINES,12361,12468,1177.88,407.55
16,1,JAPAN AIRLINES,12619,14472,1236.06,837.18
16,2,JAPAN AIRLINES,10276,13292,1259.23,723.79
16,3,JAPAN AIRLINES,10219,10876,1057.57,439.03
16,4,JAPAN AIRLINES,11371,11652,1166.52,278.29
17,1,JAPAN AIRLINES,12458,14035,1236.64,702.60
17,2,JAPAN AIRLINES,9947,12116,1171.99,796.63
17,3,JAPAN AIRLINES,11131,11585,1213.25,597.35
17,4,JAPAN AIRLINES,13685,13787,1396.93,507.45
18,1,JAPAN AIRLINES,9367,11338,1619.30,942.29
18,2,JAPAN AIRLINES,11953,15149,1582.82,1078.06
18,3,JAPAN AIRLINES,14140,15413,1530.61,683.63
18,4,JAPAN AIRLINES,14906,14710,1383.18,559.31
19,1,JAPAN AIRLINES,14255,15574,1317.16,1020.80
19,2,JAPAN AIRLINES,12992,15769,1349.82,1137.83
19,3,JAPAN AIRLINES,9890,11396,732.00,830.32
19,4,JAPAN AIRLINES,16127,16019,1469.57,576.42
20,1,JAPAN AIRLINES,10587,14257,1161.35,922.95
20,2,JAPAN AIRLINES,95,1559,191.46,271.27
20,3,JAPAN AIRLINES,975,1146,558.92,449.22
20,4,JAPAN AIRLINES,1226,1519,819.14,498.98
21,1,JAPAN AIRLINES,1642,1264,1372.37,636.76
21,2,JAPAN AIRLINES,658,3233,1097.01,598.03
21,3,JAPAN AIRLINES,1612,2083,288.48,303.20
21,4,JAPAN AIRLINES,3451,4911,661.71,874.74
22,1,JAPAN AIRLINES,1992,6680,713.19,588.19
22,2,JAPAN AIRLINES,4321,8396,799.74,525.69
22,3,JAPAN AIRLINES,4882,7647,777.68,550.19
22,4,JAPAN AIRLINES,7861,10650,1172.42,677.21
23,1,JAPAN AIRLINES,8767,16196,1274.88,937.84
23,2,JAPAN AIRLINES,10814,17512,1238.20,748.05
23,3,JAPAN AIRLINES,13050,18148,1504.13,576.51
23,4,JAPAN AIRLINES,16821,15393,1254.81,587.31
24,1,JAPAN AIRLINES,13021,16219,1518.63,1104.13
24,2,JAPAN AIRLINES,13265,14959,1539.51,893.77
21,2,JAZEERA AIRWAYS,7839,8075,84.27,684.69
21,3,JAZEERA AIRWAYS,20743,8467,4.84,990.24
21,4,JAZEERA AIRWAYS,40054,35363,117.49,789.04
22,1,JAZEERA AIRWAYS,42007,51741,97.32,770.39
22,2,JAZEERA AIRWAYS,47414,46115,73.09,827.45
22,3,JAZEERA AIRWAYS,42848,56111,87.27,693.06
22,4,JAZEERA AIRWAYS,51318,53307,63.96,745.59
23,1,JAZEERA AIRWAYS,43163,59074,118.40,719.10
23,2,JAZEERA AIRWAYS,49373,42565,82.66,724.47
23,3,JAZEERA AIRWAYS,48147,57448,26.99,726.66
23,4,JAZEERA AIRWAYS,40156,37490,49.78,538.08
24,1,JAZEERA AIRWAYS,30168,37163,108.34,562.59
24,2,JAZEERA AIRWAYS,35027,32473,41.42,403.08
15,1,JET AIRWAYS,881457,926233,11792.91,16470.25
15,2,JET AIRWAYS,862832,889364,11980.92,18113.81
15,3,JET AIRWAYS,854165,872763,11818.77,17226.79
15,4,JET AIRWAYS,922543,858347,11827.19,16701.65
16,1,JET AIRWAYS,856985,931913,11140.22,16550.22
16,2,JET AIRWAYS,932514,938718,11479.54,18326.69
16,3,JET AIRWAYS,980104,994177,13340.23,19026.96
16,4,JET AIRWAYS,1043805,981009,15946.72,21950.11
17,1,JET AIRWAYS,986139,1078572,17126.75,24660.21
17,2,JET AIRWAYS,1003643,982128,18248.32,28395.63
17,3,JET AIRWAYS,1008639,1043725,17708.81,26682.24
17,4,JET AIRWAYS,1114019,1026222,19411.49,28283.25
18,1,JET AIRWAYS,1069053,1121526,18151.33,26032.71
18,2,JET AIRWAYS,984783,976813,20169.60,28844.57
18,3,JET AIRWAYS,1057809,1089429,19313.78,27045.56
18,4,JET AIRWAYS,1027567,923992,15889.70,25200.01
19,1,JET AIRWAYS,805468,871714,12363.23,19137.99
19,2,JET AIRWAYS,25709,31926,735.91,1123.32
15,1,KALITTA AIR,0,0,2438.56,2615.70
15,2,KALITTA AIR,0,0,2285.40,2343.11
15,3,KALITTA AIR,0,0,3441.36,3010.58
15,4,KALITTA AIR,0,0,3345.30,2598.03
16,1,KALITTA AIR,0,0,3485.30,3397.88
16,2,KALITTA AIR,0,0,3658.49,3009.54
16,3,KALITTA AIR,0,0,4191.92,3533.23
16,4,KALITTA AIR,0,0,3819.01,3301.68
17,1,KALITTA AIR,0,0,3974.42,3726.07
17,2,KALITTA AIR,0,0,4687.41,3800.39
17,3,KALITTA AIR,0,0,4565.12,3804.84
17,4,KALITTA AIR,0,0,3667.09,3553.70
18,1,KALITTA AIR,0,0,3905.12,4160.94
18,2,KALITTA AIR,0,0,4466.92,4024.63
18,3,KALITTA AIR,0,0,4582.10,4111.73
18,4,KALITTA AIR,0,0,4538.08,4341.60
19,1,KALITTA AIR,0,0,4652.29,4705.59
19,2,KALITTA AIR,0,0,5481.27,4890.17
19,3,KALITTA AIR,0,0,4113.30,3194.74
19,4,KALITTA AIR,0,0,4799.01,4385.99
20,1,KALITTA AIR,0,0,4360.97,3335.54
20,2,KALITTA AIR,0,0,1560.29,1159.54
15,1,KAM AIR,14300,10100,0.00,528.18
15,2,KAM AIR,8500,9000,0.00,123.46
15,3,KAM AIR,7300,3500,0.00,138.31
15,4,KAM AIR,3709,3233,0.00,155.10
16,1,KAM AIR,12872,13211,0.00,636.20
16,2,KAM AIR,9689,11461,0.00,657.98
16,3,KAM AIR,11077,10398,0.00,665.93
16,4,KAM AIR,13136,10997,0.00,641.04
17,1,KAM AIR,11121,10297,0.00,587.91
17,2,KAM AIR,10719,13065,0.00,628.44
17,3,KAM AIR,11574,9880,0.00,273.99
17,4,KAM AIR,15317,13536,0.00,699.14
18,1,KAM AIR,13699,14699,0.00,579.35
18,2,KAM AIR,10689,14203,3.25,484.69
18,3,KAM AIR,9894,12294,0.00,361.60
18,4,KAM AIR,13237,15368,0.00,860.83
19,1,KAM AIR,18826,27079,0.00,814.49
19,2,KAM AIR,12375,21191,0.00,874.43
19,3,KAM AIR,0,0,0.00,494.45
20,1,KAM AIR,8209,12236,0.00,368.89
20,2,KAM AIR,3607,5597,0.00,411.31
20,3,KAM AIR,1264,2077,0.00,73.42
20,4,KAM AIR,5964,4601,0.00,114.42
21,1,KAM AIR,17294,14347,0.00,926.90
21,2,KAM AIR,3607,5597,0.00,411.31
21,3,KAM AIR,5364,3176,0.00,615.24
15,1,KENYA AIRWAYS,23830,30259,73.97,1234.34
15,2,KENYA AIRWAYS,19277,24593,39.25,721.03
15,3,KENYA AIRWAYS,26330,21624,579.88,265.54
15,4,KENYA AIRWAYS,23814,24603,251.04,511.96
16,1,KENYA AIRWAYS,20720,26766,33.23,477.12
16,2,KENYA AIRWAYS,10983,12517,29.52,8.21
16,3,KENYA AIRWAYS,20207,21050,37.22,9.20
16,4,KENYA AIRWAYS,19459,16990,25.29,27.78
17,1,KENYA AIRWAYS,20084,23940,39.04,13.53
17,2,KENYA AIRWAYS,20445,22754,39.84,29.26
17,3,KENYA AIRWAYS,22355,23335,20.21,41.00
17,4,KENYA AIRWAYS,24784,22001,31.60,462.87
18,1,KENYA AIRWAYS,24465,26407,25.02,375.59
18,2,KENYA AIRWAYS,26230,27987,15.38,384.42
18,3,KENYA AIRWAYS,24703,25085,17.73,128.79
18,4,KENYA AIRWAYS,24711,21876,23.15,177.53
19,1,KENYA AIRWAYS,21477,24472,20.63,25.25
19,2,KENYA AIRWAYS,23537,26181,41.09,141.64
19,3,KENYA AIRWAYS,16522,16320,45.72,17.27
19,4,KENYA AIRWAYS,22634,22886,27.63,41.87
20,1,KENYA AIRWAYS,16210,14801,26.46,22.73
20,2,KENYA AIRWAYS,0,330,0.00,9.13
20,3,KENYA AIRWAYS,94,634,0.46,2.01
20,4,KENYA AIRWAYS,3837,4595,0.12,13.39
21,1,KENYA AIRWAYS,4360,5236,0.78,0.10
21,2,KENYA AIRWAYS,1203,2227,0.37,39.65
21,3,KENYA AIRWAYS,1003,1393,1.76,21.39
21,4,KENYA AIRWAYS,5473,5421,0.06,6.00
22,1,KENYA AIRWAYS,5204,5298,8.17,17.09
22,2,KENYA AIRWAYS,10824,13002,3.49,12.92
22,3,KENYA AIRWAYS,14344,16015,2.95,29.77
22,4,KENYA AIRWAYS,15466,13203,3.14,75.12
23,1,KENYA AIRWAYS,14904,33417,1.50,31.50
23,2,KENYA AIRWAYS,21874,22625,3.72,36.48
23,3,KENYA AIRWAYS,22916,23395,3.05,122.48
23,4,KENYA AIRWAYS,22398,18032,3.87,238.90
24,1,KENYA AIRWAYS,18144,20599,1.98,97.19
24,2,KENYA AIRWAYS,20602,23021,1.93,105.83
15,1,KLM AIRLINES,42570,47771,661.15,1280.25
15,2,KLM AIRLINES,17994,20711,577.87,1340.10
15,3,KLM AIRLINES,13576,14505,701.17,1276.70
15,4,KLM AIRLINES,32142,30197,589.58,1050.65
16,1,KLM AIRLINES,27390,30136,374.63,821.57
16,2,KLM AIRLINES,21853,26089,996.32,1454.12
16,3,KLM AIRLINES,23474,24005,853.21,1380.29
16,4,KLM AIRLINES,31067,29294,738.93,1183.97
17,1,KLM AIRLINES,30634,33489,619.67,1010.57
17,2,KLM AIRLINES,22851,25064,981.11,1616.58
17,3,KLM AIRLINES,25457,25926,900.16,1463.01
17,4,KLM AIRLINES,40660,37431,1442.43,1975.85
18,1,KLM AIRLINES,41287,44227,1171.86,2884.24
18,2,KLM AIRLINES,31751,35353,1573.78,2273.27
18,3,KLM AIRLINES,35093,36364,1890.39,2403.24
18,4,KLM AIRLINES,44891,42996,1879.20,2373.85
19,1,KLM AIRLINES,43263,47290,1570.78,2276.02
19,2,KLM AIRLINES,35881,37803,1698.03,2303.63
19,3,KLM AIRLINES,36480,37206,1469.33,2335.73
19,4,KLM AIRLINES,61531,59355,2151.07,3144.31
20,1,KLM AIRLINES,44072,45968,727.09,1053.36
20,3,KLM AIRLINES,636,18384,1488.20,1862.69
20,4,KLM AIRLINES,11210,15107,2044.33,2097.61
21,1,KLM AIRLINES,12458,19320,1949.03,2210.76
21,2,KLM AIRLINES,8565,19427,1967.93,2465.85
21,3,KLM AIRLINES,18084,30612,2034.60,2040.46
21,4,KLM AIRLINES,31443,29818,1449.05,1979.09
22,1,KLM AIRLINES,29327,33160,1376.88,1574.54
22,2,KLM AIRLINES,56021,58515,2074.32,2522.22
22,3,KLM AIRLINES,73347,81790,2917.10,3095.89
22,4,KLM AIRLINES,74582,72975,3012.13,3416.32
23,1,KLM AIRLINES,62675,74329,2352.26,2731.68
23,2,KLM AIRLINES,59513,69070,2212.02,2873.53
23,3,KLM AIRLINES,55396,65915,2648.05,2782.19
23,4,KLM AIRLINES,73241,71560,3063.64,3542.98
24,1,KLM AIRLINES,67848,74139,2935.11,3446.85
24,2,KLM AIRLINES,55821,64868,1955.11,2782.33
15,1,KOREAN AIR,6821,9287,879.07,320.74
15,2,KOREAN AIR,5208,6578,178.59,329.91
15,3,KOREAN AIR,5883,6189,455.97,229.34
15,4,KOREAN AIR,6853,5703,194.51,219.24
16,1,KOREAN AIR,5994,6408,204.32,220.90
16,2,KOREAN AIR,5378,6575,169.25,189.59
16,3,KOREAN AIR,5499,5100,159.76,192.10
16,4,KOREAN AIR,10318,8859,334.35,364.67
17,1,KOREAN AIR,16040,17414,673.57,451.86
17,2,KOREAN AIR,10954,11962,481.35,339.69
17,3,KOREAN AIR,17930,17083,715.42,541.92
17,4,KOREAN AIR,17844,16368,738.04,540.80
18,1,KOREAN AIR,16410,18027,998.41,164.24
18,2,KOREAN AIR,14856,17160,840.46,376.51
18,3,KOREAN AIR,17193,16644,635.76,424.76
18,4,KOREAN AIR,17679,17269,607.78,446.19
19,1,KOREAN AIR,15476,18024,663.70,468.53
19,2,KOREAN AIR,16053,20545,538.71,553.62
19,3,KOREAN AIR,20630,21231,549.76,525.75
19,4,KOREAN AIR,27526,24980,622.26,570.09
20,1,KOREAN AIR,14652,18242,521.69,541.13
20,2,KOREAN AIR,0,622,55.26,37.47
20,3,KOREAN AIR,0,0,932.84,525.08
20,4,KOREAN AIR,0,0,944.37,1140.44
21,1,KOREAN AIR,0,0,1189.82,1490.40
21,2,KOREAN AIR,150,523,873.59,545.03
21,3,KOREAN AIR,272,55,564.75,460.68
21,4,KOREAN AIR,0,0,393.98,235.16
22,1,KOREAN AIR,0,0,525.19,368.87
22,2,KOREAN AIR,1235,2909,334.29,304.49
22,3,KOREAN AIR,3016,5183,1271.37,1462.30
22,4,KOREAN AIR,4558,6247,1074.60,1293.63
23,1,KOREAN AIR,5613,11286,1105.98,1302.89
23,2,KOREAN AIR,5538,10918,1282.86,1484.56
23,3,KOREAN AIR,3934,5226,967.13,1025.38
23,4,KOREAN AIR,8494,9443,862.65,1060.08
24,1,KOREAN AIR,7495,9247,821.41,1382.83
24,2,KOREAN AIR,6562,8135,953.04,1405.30
15,1,KUWAIT AIRWAYS,46728,57812,1428.59,2335.43
15,2,KUWAIT AIRWAYS,65381,73768,774.37,3211.46
15,3,KUWAIT AIRWAYS,63727,69733,400.08,2937.14
15,4,KUWAIT AIRWAYS,69573,70734,760.28,2866.39
16,1,KUWAIT AIRWAYS,58962,71512,333.30,3304.98
16,2,KUWAIT AIRWAYS,88961,91875,1093.33,4500.47
16,3,KUWAIT AIRWAYS,85891,87661,1152.69,4149.92
16,4,KUWAIT AIRWAYS,90540,85808,1083.64,4262.37
17,1,KUWAIT AIRWAYS,76144,85510,1000.83,3677.71
17,2,KUWAIT AIRWAYS,102211,96349,1693.40,5405.44
17,3,KUWAIT AIRWAYS,98615,107248,1370.86,5869.10
17,4,KUWAIT AIRWAYS,108685,106797,2032.97,5956.86
18,1,KUWAIT AIRWAYS,84575,94247,1573.14,5170.23
18,2,KUWAIT AIRWAYS,80942,83842,1313.33,4709.35
18,3,KUWAIT AIRWAYS,66569,80879,601.80,2061.40
18,4,KUWAIT AIRWAYS,85281,80350,1063.12,4070.18
19,1,KUWAIT AIRWAYS,72805,83786,957.87,4414.88
19,2,KUWAIT AIRWAYS,93735,89299,1102.58,4342.13
19,3,KUWAIT AIRWAYS,83100,86283,1418.12,5067.93
19,4,KUWAIT AIRWAYS,93920,83851,292.48,2225.23
20,1,KUWAIT AIRWAYS,80720,84103,654.18,3167.77
21,1,KUWAIT AIRWAYS,3521,0,0.00,1270.05
21,2,KUWAIT AIRWAYS,6243,0,0.00,2432.03
21,3,KUWAIT AIRWAYS,16735,4497,0.00,2975.14
21,4,KUWAIT AIRWAYS,55854,45207,0.00,3506.03
22,1,KUWAIT AIRWAYS,46484,55199,0.00,3320.55
22,2,KUWAIT AIRWAYS,58926,59286,0.00,2867.76
22,3,KUWAIT AIRWAYS,46694,64041,0.00,2877.42
22,4,KUWAIT AIRWAYS,69025,65409,0.00,1673.08
23,1,KUWAIT AIRWAYS,46973,67356,0.00,1098.77
23,2,KUWAIT AIRWAYS,68623,70819,0.00,1621.52
23,3,KUWAIT AIRWAYS,54502,81878,0.00,2499.82
23,4,KUWAIT AIRWAYS,77842,63009,0.00,2383.61
24,1,KUWAIT AIRWAYS,55837,77930,0.00,2512.54
24,2,KUWAIT AIRWAYS,78895,83861,0.00,2800.34
21,1,LOT POLISH,0,0,281.67,636.48
21,2,LOT POLISH,0,0,607.63,1218.21
21,3,LOT POLISH,0,0,487.04,1211.18
21,4,LOT POLISH,0,0,465.32,1285.86
22,1,LOT POLISH,0,0,255.66,894.20
22,2,LOT POLISH,8128,13718,377.53,880.41
22,3,LOT POLISH,14681,14115,440.78,939.21
22,4,LOT POLISH,16801,14312,473.07,758.82
23,1,LOT POLISH,12729,16288,305.59,853.59
23,2,LOT POLISH,8312,14932,138.38,846.07
23,3,LOT POLISH,10197,14901,149.73,953.69
23,4,LOT POLISH,15816,13026,299.85,727.70
24,1,LOT POLISH,13464,15614,312.36,866.90
24,2,LOT POLISH,8695,14824,189.72,759.77
15,1,LUFTHANSA,143640,153287,9696.09,8658.42
15,2,LUFTHANSA,126458,155733,10464.17,9438.43
15,3,LUFTHANSA,141415,154931,9737.20,7968.64
15,4,LUFTHANSA,132804,104096,9538.09,11780.19
16,1,LUFTHANSA,140296,156196,10405.28,10238.03
16,2,LUFTHANSA,135887,162399,10444.54,11046.41
16,3,LUFTHANSA,152143,169737,10445.92,10589.44
16,4,LUFTHANSA,147054,121038,10036.17,8822.90
17,1,LUFTHANSA,140999,164557,10760.51,9690.76
17,2,LUFTHANSA,152477,177063,12264.52,11408.29
17,3,LUFTHANSA,168305,170327,11369.05,10746.52
17,4,LUFTHANSA,166016,133199,11253.99,10364.25
18,1,LUFTHANSA,150589,168172,10746.71,12603.81
18,2,LUFTHANSA,145843,177635,11395.90,10091.21
18,3,LUFTHANSA,164775,173766,9911.24,9648.82
18,4,LUFTHANSA,166663,126903,9362.26,9153.47
19,1,LUFTHANSA,146879,175165,8790.90,8714.64
19,2,LUFTHANSA,162774,181196,10518.49,11466.20
19,3,LUFTHANSA,171126,178589,12259.25,10652.17
19,4,LUFTHANSA,170535,141131,9237.36,9064.11
20,1,LUFTHANSA,113217,131213,7668.71,7178.12
20,2,LUFTHANSA,0,4077,3537.97,1347.76
20,3,LUFTHANSA,13767,36051,7102.89,5130.96
20,4,LUFTHANSA,20393,12799,7938.59,5238.61
21,1,LUFTHANSA,20483,27818,4848.68,3386.53
21,2,LUFTHANSA,8917,21127,4881.48,2366.44
21,3,LUFTHANSA,21837,39350,4248.23,1863.67
21,4,LUFTHANSA,40732,38483,4876.77,2481.34
22,1,LUFTHANSA,44455,53364,1591.40,1870.67
22,2,LUFTHANSA,99093,118819,5338.24,3960.90
22,3,LUFTHANSA,106983,126959,5583.24,4004.95
22,4,LUFTHANSA,119685,119975,6929.69,4135.01
23,1,LUFTHANSA,110094,132815,6869.18,4748.20
23,2,LUFTHANSA,116483,145029,7073.11,6171.32
23,3,LUFTHANSA,127881,149168,6711.24,6559.65
23,4,LUFTHANSA,162330,148087,7253.03,6415.16
24,1,LUFTHANSA,144677,168879,6368.40,7067.47
24,2,LUFTHANSA,139117,176462,5181.79,8012.82
15,1,MAHAN AIR,5027,4215,22.53,361.93
15,2,MAHAN AIR,3363,2863,18.29,333.29
15,3,MAHAN AIR,1874,3308,26.71,222.56
15,4,MAHAN AIR,4270,4360,64.71,162.30
16,1,MAHAN AIR,6781,5946,18.41,124.22
16,2,MAHAN AIR,3852,4175,22.97,144.48
16,3,MAHAN AIR,3705,4348,43.59,156.93
16,4,MAHAN AIR,5842,6234,40.70,263.79
17,1,MAHAN AIR,9604,8306,26.04,262.36
17,2,MAHAN AIR,4150,4632,51.34,293.72
17,3,MAHAN AIR,4523,5279,25.05,286.39
17,4,MAHAN AIR,5560,5541,26.03,258.23
18,1,MAHAN AIR,8155,7053,10.11,294.54
